Result,Move_ply_1,Move_ply_2,Move_ply_3,Move_ply_4,Move_ply_5,Move_ply_6,Move_ply_7,Move_ply_8,Move_ply_9,Move_ply_10,Move_ply_11,Move_ply_12,Move_ply_13,Move_ply_14,Move_ply_15,Move_ply_16,Move_ply_17,Move_ply_18,Move_ply_19,Move_ply_20,Move_ply_21,Move_ply_22,Move_ply_23,Move_ply_24,Move_ply_25,Move_ply_26,Move_ply_27,Move_ply_28,Move_ply_29,Move_ply_30,Move_ply_31,Move_ply_32,Move_ply_33,Move_ply_34,Move_ply_35,Move_ply_36,Move_ply_37,Move_ply_38,Move_ply_39,Move_ply_40,Move_ply_41,Move_ply_42,Move_ply_43,Move_ply_44,Move_ply_45,Move_ply_46,Move_ply_47,Move_ply_48,Move_ply_49,Move_ply_50,Move_ply_51,Move_ply_52,Move_ply_53,Move_ply_54,Move_ply_55,Move_ply_56,Move_ply_57,Move_ply_58,Move_ply_59,Move_ply_60,Move_ply_61,Move_ply_62,Move_ply_63,Move_ply_64,Move_ply_65,Move_ply_66,Move_ply_67,Move_ply_68,Move_ply_69,Move_ply_70,Move_ply_71,Move_ply_72,Move_ply_73,Move_ply_74,Move_ply_75,Move_ply_76,Move_ply_77,Move_ply_78,Move_ply_79,Move_ply_80,Move_ply_81,Move_ply_82,Move_ply_83,Move_ply_84,Move_ply_85,Move_ply_86,Move_ply_87,Move_ply_88,Move_ply_89,Move_ply_90,Move_ply_91,Move_ply_92,Move_ply_93,Move_ply_94,Move_ply_95,Move_ply_96,Move_ply_97,Move_ply_98,Move_ply_99,Move_ply_100,Move_ply_101,Move_ply_102,Move_ply_103,Move_ply_104,Move_ply_105,Move_ply_106,Move_ply_107,Move_ply_108,Move_ply_109,Move_ply_110,Move_ply_111,Move_ply_112,Move_ply_113,Move_ply_114,Move_ply_115,Move_ply_116,Move_ply_117,Move_ply_118,Move_ply_119,Move_ply_120,Move_ply_121,Move_ply_122,Move_ply_123,Move_ply_124,Move_ply_125,Move_ply_126,Move_ply_127,Move_ply_128,Move_ply_129,Move_ply_130,Move_ply_131,Move_ply_132,Move_ply_133,Move_ply_134,Move_ply_135,Move_ply_136,Move_ply_137,Move_ply_138,Move_ply_139,Move_ply_140,Move_ply_141,Move_ply_142,Move_ply_143,Move_ply_144,Move_ply_145,Move_ply_146,Move_ply_147,Move_ply_148,Move_ply_149,Move_ply_150,Move_ply_151,Move_ply_152,Move_ply_153,Move_ply_154,Move_ply_155,Move_ply_156,Move_ply_157,Move_ply_158,Move_ply_159,Move_ply_160,Move_ply_161,Move_ply_162,Move_ply_163,Move_ply_164,Move_ply_165,Move_ply_166,Move_ply_167,Move_ply_168,Move_ply_169,Move_ply_170,Move_ply_171,Move_ply_172,Move_ply_173,Move_ply_174,Move_ply_175,Move_ply_176,Move_ply_177,Move_ply_178,Move_ply_179,Move_ply_180,Move_ply_181,Move_ply_182,Move_ply_183,Move_ply_184,Move_ply_185,Move_ply_186,Move_ply_187,Move_ply_188,Move_ply_189,Move_ply_190,Move_ply_191,Move_ply_192,Move_ply_193,Move_ply_194,Move_ply_195,Move_ply_196,Move_ply_197,Move_ply_198,Move_ply_199,Move_ply_200
0-1,f4,e5,e3,exf4,exf4,d6,d4,Qf6,Nf3,Bg4,c3,Nc6,Bd3,Bf5,O-O,Qg6,Re1+,Be7,Bb5,Bh3,Qd2,Bd7,Bd3,Bf5,Bb5,Bd7,Bd3,Bf5,Bb5,a6,Ba4,O-O-O,b4,Bg4,Qd3,Qxd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,f4,e5,fxe5,d6,Nf3,Nc6,exd6,Bxd6,e3,Nf6,Be2,O-O,O-O,Bg4,d4,Ne4,Nc3,f5,Nxe4,fxe4,Ne5,Bxe2,Qxe2,Rxf1+,Qxf1,Nxe5,dxe5,Bxe5,c3,Qd5,b3,Bxc3,Rb1,Rf8,Qe2,Be5,Ba3,Rd8,Rf1,h6,Qh5,Bf6,Qg6,Qg5,Qxe4,c6,Qc4+,Kh8,Bc5,Rd2,Qe4,Rxa2,b4,Qd5,Qg6,Qg5,Qe8+,Kh7,Qe4+,Qg6,Qf3,a6,g3,Qc2,Rf2,Qxf2+,Qxf2,Rxf2,Kxf2,Kg6,Kf3,Kf5,h3,h5,g4+,hxg4+,hxg4+,Ke6,Ke4,g6,Bb6,Be7,Ba5,Bd6,Kd4,Be5+,Ke4,Bc3,Kf4,Bd2,Ke4,Kd6,Kd3,Be1,e4,Ke5,Bc7+,Ke6,Kc4,Bf2,Bf4,Kf6,Kd3,Be1,Kc4,Ke6,Be3,Ke5,Kd3,Bxb4,Bd4+,Ke6,e5,c5,Bb2,b5,Ke4,c4,Kd4,c3,Bxc3,Bxc3+,Kxc3,Kxe5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,c6,Nf3,g6,Bc4,Bg7,c3,d6,O-O,Bg4,d3,Nf6,Be3,Bxf3,Qxf3,O-O,Nd2,Nbd7,Qh3,Ne5,Bb3,Nxd3,Bh6,Nc5,Bxg7,Kxg7,Bc4,Ncxe4,Nxe4,Nxe4,Rae1,d5,Re2,Nxf2,Rexf2,dxc4,Rf3,Qc8,Qh4,h5,Rh3,b5,Re3,e6,Qd4+,Kg8,Qe5,Qb8,Qe4,Qd6,Rg3,Rad8,Qh4,Kh7,Re3,e5,Qg5,f6,Qh4,c5,Rg3,b4,Qe4,Rg8,Rxg6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,c6,d4,d5,e5,Bf5,Nf3,e6,c3,Nd7,Be2,Ne7,O-O,c5,Bg5,Qb6,Bc1,Nc6,Nbd2,cxd4,cxd4,Nxd4,Nxd4,Qxd4,Re1,Bc5,Rf1,O-O,Nf3,Qxd1,Rxd1,Rac8,Bd2,Nb6,b3,Rfd8,Rac1,Ba3,Rb1,Bxb1,Rxb1,Rc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,c5,Nc3,cxd4,Qxd4,Nc6,Qd1,d5,Nxd5,Qd6,e4,e6,Ne3,Qxd1+,Nxd1,Bb4+,Bd2,Bxd2+,Kxd2,Nf6,f3,O-O,Ne3,Rd8+,Bd3,Nb4,a3,Nxd3,cxd3,b5,Ne2,Ba6,b4,Rd7,e5,Nd5,Nxd5,Rxd5,f4,Rad8,Nc1,Bb7,Rg1,f6,Ra2,fxe5,fxe5,Rxe5,Rc2,Rf8,Kd1,Ref5,Rc7,Rf1+,Rxf1,Rxf1+,Kd2,Bxg2,Rxa7,Rh1,Re7,Rxh2,Rxe6,Bd5+,Ke3,Bxe6,Nb3,Bxb3,d4,h5,Ke4,h4,d5,h3,d6,Rd2,Ke5,h2,d7,Rxd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,d5,e5,e6,d4,c5,c3,a6,Na3,c4,b3,Bxa3,Bxa3,b5,bxc4,bxc4,Qb1,Nc6,Bc5,Rb8,Qd1,Qa5,Qc2,Nh6,Ne2,Nf5,g3,h5,Bh3,g6,O-O,h4,Rfb1,hxg3,Bxf5,gxf5,fxg3,Rh6,Rxb8,Nxb8,Bb4,Qc7,Qa4+,Kd8,Ba5,f6,Bxc7+,Kxc7,Rb1,fxe5,dxe5,Rh5,Qa5+,Kd7,Rxb8,f4,gxf4,Rh4,Qa4+,Kd8,Qc6,Rg4+,Kh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,g6,e4,Bg7,c4,d6,Be3,b6,Nf3,c5,Be2,cxd4,Bxd4,Bxd4,Qxd4,e5,Qc3,Nc6,O-O,Nf6,Na3,O-O,Bd3,Bg4,Nd2,Nd4,f3,Be6,Nb5,Nxb5,cxb5,Rc8,Qa3,Rc7,b3,Qd7,Rac1,Rd8,Nc4,d5,exd5,Bxd5,Nxe5,Qe6,Nc6,Rdc8,Ne7+,Qxe7,Rxc7,Qxa3,Rxc8+,Kg7,Rfc1,Qxa2,h3,Qxb3,R8c3,Qb2,R3c2,Qd4+,Kh1,Qxd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,g6,Bc4,Bg7,e5,dxe5,Nf3,Qxd1+,Nxd1,e4,Ng5,O-O,O-O,h6,Nh3,Bxh3,gxh3,Nc6,Kh1,Ne5,Bb3,Nf3,Be3,Rfd8,Nc3,e6,Kg2,Rac8,Nxe4,Nh4+,Kg3,Nxe4+,Kxh4,h5,f3,Bf6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Qh5,Nc6,Bc4,g6,Qf3,Nf6,d3,Nd4,Qd1,b5,Bxb5,Nxb5,c4,Nd4,Nc3,c6,Rb1,Bb7,c5,Bxc5,Be3,Bb4,Nf3,Bxc3+,bxc3,Nxf3+,gxf3,Ba6,c4,Qa5+,Bd2,Qxa2,O-O,Qa3,Bc1,Qe7,Ra1,Bc8,Bg5,h6,Bxf6,Qxf6,Qd2,Qg5+,Kh1,Qxd2,f4,Qxd3,fxe5,Qxe4+,Kg1,Qxe5,Rfe1,Qxe1+,Rxe1+,Kf8,f4,d6,Rf1,Ba6,Rc1,Re8,h4,Re4,Kg2,Rxf4,Kh3,Bxc4,Kg3,g5,hxg5,hxg5,Rc3,d5,Ra3,f5,Rxa7,Rg4+,Kf3,Re4,Rc7,Bb5,Rd7,Rh3+,Kf2,g4,Rd6,Rf4+,Kg2,Rd3,Rf6+,Kg7,Re6,Rff3,Re2,Rd1,Rf2,Rxf2+,Kxf2,Rf1+,Kg2,c5,Kg3,c4,Kg2,c3,Kg3,c2,Kh4,c1=Q,Kh5,Qh6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,d6,d4,h6,dxe5,dxe5,Qxd8+,Kxd8,Nxe5,Be6,Bc4,Bxc4,Nxc4,Bd6,O-O,Nc6,Re1,f6,g3,Kd7,f4,Re8,Nc3,Kc8,b3,Nd4,Rb1,Nf3+,Kf2,Nxe1,Kxe1,Bb4,Bd2,Bxc3,Bxc3,Rxe4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,e6,e3,Bb4+,Nd2,Bxd2+,Bxd2,Nc6,Bb5,d5,Nf3,a6,Ba4,b5,Bb3,e5,dxe5,Bg4,h3,Bxf3,Qxf3,Nxe5,Qf5,f6,Qe6+,Ne7,Bb4,Ng6,O-O-O,Nf8,Bxd5,Nxe6,Bxe6,Qb8,Bd7+,Kf7,Rd4,Rd8,Rhd1,Nf5,Bxf5,Rxd4,Rxd4,a5,Rd7+,Ke8,Rxg7,Qb6,Rg8+,Kf7,Rxa8,axb4,Rd8,Kg7,Rd7+,Kh6,Rxh7+,Kg5,g4,Qc6,f4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,h3,d5,d4,Nf6,c4,c5,e3,cxd4,exd4,e6,Nf3,dxc4,Bxc4,Bb4+,Nc3,O-O,O-O,Bxc3,bxc3,Nc6,Bd3,a6,Bg5,b5,a4,Bb7,axb5,Na5,bxa6,Bxf3,Qxf3,Nb3,Rab1,Nxd4,cxd4,Qxd4,Bxf6,gxf6,Rfd1,f5,Bxf5,Qg7,Be4,Ra7,Bb7,Rb8,Qe3,Raxb7,axb7,Qf8,Qg3+,Kh8,Rdc1,Qe7,Qxb8+,Kg7,Qe5+,Qf6,Qxf6+,Kxf6,b8=Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Bc4,d6,Qf3,Nf6,h3,Be7,d3,Nc6,c3,Nd4,cxd4,O-O,dxe5,dxe5,Ne2,b6,O-O,Bb7,a3,a6,b4,b5,Bb3,c5,bxc5,Bxc5,Be3,Bd6,Nbc3,Bc6,Nd5,Nxd5,exd5,Bd7,d4,f6,dxe5,fxe5,Qe4,Bf5,Qf3,e4,Bg5,Qd7,Qc3,Rac8,Qd4,Bxh3,gxh3,Qxh3,Ng3,Qg4,Be3,h5,Qxe4,Qh3,Qe6+,Qxe6,dxe6,Bxg3,fxg3,Rce8,Rxf8+,Rxf8,e7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Bc4,Nc6,Nf3,Bc5,d3,Nf6,Ng5,O-O,Qf3,h6,Nh3,Nd4,Qd1,a6,a3,b5,Ba2,Bb7,c3,Ne6,d4,exd4,cxd4,Bxd4,O-O,Nxe4,Qg4,f5,Qe2,d5,Bxh6,gxh6,Qh5,Kh7,Nc3,Qf6,Ne2,Bxb2,Rad1,Bxa3,Bb1,Be7,Nef4,Nxf4,Nxf4,Qd6,Rd4,Qxf4,g3,Qg4,Qxg4,fxg4,Bxe4+,dxe4,Rd7,Rf7,Rxc7,Rb8,Re1,a5,Rd1,Bc8,Rd5,a4,Rc6,Bb7,Rb6,Bxd5,Rxb8,b4,Re8,a3,Rxe7,Rxe7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,Nc6,Bb5,a6,Ba4,b5,Bb3,Nf6,O-O,Bd6,Re1,O-O,Nc3,Nh5,Nxe5,Nf4,Nxc6,dxc6,d3,Qf6,Bxf4,Bxf4,Ne2,Bd6,Ng3,Qxb2,Qf3,a5,e5,Bxe5,Rab1,Qa3,Rxe5,a4,Bxf7+,Rxf7,Re8+,Rf8,Rbe1,Bg4,Rxf8+,Rxf8,Qxg4,Qxa2,Nh5,g6,Rf1,Qxc2,Qe6+,Rf7,Qe8+,Rf8,Nf6+,Kg7,Qe7+,Rf7,Ne8+,Kg8,Qe6,a3,Re1,a2,Nf6+,Kg7,Ne8+,Kf8,Qe5,Qxf2+,Kh1,Qf1+,Rxf1,Rxf1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,e5,Qh5,Nc6,Bc4,Qe7,Nf3,d6,Nc3,Be6,Bb5,a6,Bd3,O-O-O,O-O,d5,exd5,Bxd5,Bf5+,Kb8,Bxh7,Nf6,Qh3,Rxh7,Qg3,g6,Re1,Nh5,Qg4,Bg7,d3,Rd7,Ng5,Rh8,Nge4,Bxe4,Qxe4,Rhd8,Rd1,Qe6,h3,Qd6,Bg5,Bf6,Bh6,Nb4,a3,Nxc2,Rac1,Nd4,g4,Nf4,b4,Nfe2+,Nxe2,Nb3,Rc4,b5,Rc6,Qd5,Qxd5,Rxd5,Nc3,Rxd3,Rxd3,Rxd3,Ne4,Bh4,Bf8,Rd1+,Kg2,Nd4,Kh2,Nf3+,Kg2,Ne1+,Kf1,Nc2+,Ke2,Rd8,Bc5,Nxa3,Rxa6,Nc4,Ba7+,Kb7,Nc5+,Kc8,Ra1,Rd2+,Kf3,Rxf2+,Ke4,Rf1,Kd5,Ne3+,Kxe5,Bf6+,Ke4,Nc4,Rxf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,c3,Bc5,d4,exd4,O-O,dxc3,Bxf7+,Kxf7,Qd5+,Kf8,Qxc5+,d6,Qxc3,Nf6,e5,Nxe5,Nxe5,dxe5,Qxe5,b6,Ba3+,Kg8,Nc3,Bb7,Nb5,Qd5,Rfe1,Qxg2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,Nf6,c4,g6,Nf3,Bg7,Bg5,d5,e3,Ne4,Bf4,Bg4,Nbd2,c6,h3,Bxf3,Nxf3,O-O,cxd5,Qa5+,Nd2,cxd5,Bd3,Nxd2,Qxd2,Qxd2+,Kxd2,Nc6,a3,Rfe8,Bg3,e5,dxe5,Nxe5,Bb5,Red8,Rab1,a6,Be2,Nc4+,Bxc4,dxc4+,Ke2,Rac8,Rhd1,b5,Rxd8+,Rxd8,Bc7,Rc8,Ba5,Be5,Bc3,Bxc3,bxc3,Kg7,a4,bxa4,Rb4,a3,Ra4,Rb8,Rxc4,Rb2+,Kf3,a2,Ra4,f5,Rxa6,Kh6,c4,Rc2,Ra4,g5,g4,fxg4+,hxg4,Kg6,Kg3,Re2,Kf3,Rc2,e4,Rc3+,Ke2,Rc2+,Kd3,Rxf2,c5,Rf4,c6,Rf7,Rxa2,Rc7,Ra6,h6,Kd4,h5,Kd5,hxg4,Kd6,Rc8,Kd7,g3,Kxc8,g2,Ra1,Kf6,Kd7,Ke5,c7,Kf4,c8=Q,Kf3,Qc3+,Kxe4,Kd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,d5,e3,Nf6,a3,e6,c4,Nbd7,c5,b6,c6,Nb8,Qc2,Qd6,Bb5,a6,Bd3,Qxc6,Qxc6+,Nxc6,Nf3,Bd6,O-O,O-O,h3,Bb7,Nbd2,Ne7,b4,a5,b5,c5,bxc6,Bxc6,a4,Rfc8,Bb5,Bxb5,axb5,Bb4,Ba3,Bxa3,Rxa3,Nf5,Ne5,Nd6,Rb1,Rc2,Ndf3,Nfe4,Nc6,Nxf2,Kh2,Nfe4,Rf1,Nxb5,Ne7+,Kf8,Rb3,Nbc3,Nxd5,Nxd5,Ne5,f6,Nd7+,Ke7,Nxb6,Nxb6,Rxb6,Rc3,Rb7+,Kf8,Rf3,a4,Rb6,a3,Rxe6,a2,Rxe4,a1=Q,Rh4,Qe1,Rg4,Rxe3,Rxe3,Qxe3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,c5,Nc3,d6,g3,Nf6,Bg2,Nc6,d3,g6,f4,Bg7,Nf3,O-O,O-O,Rb8,h3,b5,Be3,b4,Ne2,Ba6,g4,Nd7,Rb1,Qa5,f5,Qxa2,g5,Nce5,Nf4,Nxf3+,Qxf3,Ne5,Qg3,b3,c3,Bxd3,Nxd3,Nxd3,f6,exf6,gxf6,Bh8,Qxd6,Rfe8,Bh6,Ne5,Qxc5,Rb6,Ra1,Qxb2,Rxa7,Bxf6,Qxb6,Bg7,Bxg7,Kxg7,Qf6+,Kg8,Rxf7,h5,Qg7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,c6,Na3,e6,h3,d5,exd5,cxd5,d4,Bd7,Qh5,g6,Qd1,Qa5+,c3,Bxa3,bxa3,Nc6,Ne2,Nf6,g3,Ne4,Qd3,O-O-O,Bg2,Be8,Bxe4,dxe4,Qxe4,Nxd4,O-O,Nxe2+,Qxe2,Qxc3,Bb2,Qc5,Rac1,Qxc1,Rxc1+,Bc6,Bxh8,Rxh8,Qe5,Rd8,g4,Rd5,Qh8+,Kc7,Qxh7,Rd2,Qxf7+,Kb6,Qxe6,Rxa2,Qxa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,e4,d6,d4,Nf6,Nc3,c6,Nf3,Bg4,h3,Bh5,Qe2,Nbd7,g4,Bg6,g5,Nh5,Nh4,e5,Nxg6,hxg6,Qd3,Qb6,Be3,Qc7,O-O-O,b5,d5,b4,dxc6,Nb6,Nd5,Qxc6,Qa6,Kd8,Bb5,Qc8,Bxb6+,axb6,Qxb6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,c4,g6,d4,Bg7,e3,Nf6,c5,d6,Bc4,Bd7,Nf3,b6,Ng5,e6,cxd6,cxd6,Qb3,d5,Bd3,Nc6,O-O,O-O,Re1,Na5,Qc2,Ng4,Nxh7,Kxh7,Bxg6+,fxg6,Nc3,Rxf2,e4,Rxc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,d4,Nf6,c4,d6,Nc3,Nbd7,e4,e5,d5,Nc5,Bd3,Be7,b4,Nxd3+,Qxd3,c6,Nf3,Qb6,a3,Ng4,O-O,Bd7,h3,Nf6,Be3,Qc7,Rac1,Rc8,b5,Nh5,bxc6,bxc6,dxc6,Bxc6,Nd5,Qd7,Nh2,O-O,f4,f5,Nxe7+,Qxe7,exf5,e4,Qd4,Ng3,Rfd1,Ne2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1,e4,d5,Nc3,dxe4,Nxe4,Bf5,d3,c6,Qf3,Bxe4,Qxe4,e6,Nf3,Nf6,Qh4,Be7,Bg5,Nbd7,O-O-O,h6,Nd4,Qb6,Be2,Qxd4,Qxd4,hxg5,h4,Bc5,Qc4,Bxf2,hxg5,Be3+,Kb1,Rxh1,Rxh1,Nd5,Rh8+,Nf8,Bh5,Bxg5,Qg4,Be7,Qf3,g6,Bg4,Bf6,c4,Bxh8,cxd5,cxd5,Qh3,Bf6,Bd1,O-O-O,d4,Bxd4,Kc2,Kd7,b3,Rc8+,Kd3,Bb6,Qf3,f5,b4,a5,bxa5,Bxa5,g4,Rc3+,Kd4,Rxf3,Bxf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,d4,e6,e3,Nf6,Bd3,d5,Nd2,c5,c3,Nc6,f4,Be7,Ngf3,O-O,O-O,Ng4,Qe2,f6,Nh4,e5,Bf5,Bxf5,Nxf5,Nh6,Nxh6+,gxh6,Qh5,Kh8,Qxh6,Rg8,fxe5,fxe5,Rf7,Bg5,Qxh7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0,c4,d5,cxd5,Qxd5,Nc3,Qd6,e4,Nc6,Nf3,e5,Bb5,Bg4,O-O,O-O-O,h3,Bh5,g4,Bg6,Bxc6,Qxc6,Nxe5,Qe6,Nxg6,hxg6,Kg2,f5,exf5,gxf5,d4,Kb8,Re1,Qc6+,d5,Qg6,Qd3,Nf6,Re6,Qh7,Bf4,fxg4,Qxh7,Rxh7,hxg4,Nxg4,Nb5,g5,Bg3,Bd6,Nxd6,cxd6,Bxd6+,Ka8,f3,Ne3+,Rxe3,Rhd7,Be7,Re8,Bxg5,Rxe3,Bxe3,Rxd5,f4,Kb8,Kf3,Kc8,Rg1,Rb5,b3,a6,Rg5,Rb6,f5,Rf6,Bd4,Rf7,f6,Kd8,Rg7,Rf8,Bc5,Rh8,f7,b6,f8=Q+,Rxf8+,Bxf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
